Provincias;Edad (3 grupos de edad);Españoles/Extranjeros;Sexo;Año;Total
29 Málaga;TOTAL EDADES;% Extranjeros;Hombres;2020;15,91
29 Málaga;TOTAL EDADES;% Extranjeros;Hombres;2019;15,16
29 Málaga;TOTAL EDADES;% Extranjeros;Mujeres;2021;16,22
29 Málaga;TOTAL EDADES;% Extranjeros;Mujeres;2020;16,14
29 Málaga;TOTAL EDADES;% Extranjeros;Mujeres;2019;15,31
29 Málaga;0-15 años;TOTAL;Ambos sexos;2021;273.635
29 Málaga;0-15 años;TOTAL;Ambos sexos;2020;278.234
29 Málaga;0-15 años;TOTAL;Ambos sexos;2019;278.981
29 Málaga;0-15 años;TOTAL;Hombres;2021;140.506
29 Málaga;0-15 años;TOTAL;Hombres;2020;142.970
29 Málaga;0-15 años;TOTAL;Hombres;2019;143.186
29 Málaga;0-15 años;TOTAL;Mujeres;2021;133.129
29 Málaga;0-15 años;TOTAL;Mujeres;2020;135.264
29 Málaga;0-15 años;TOTAL;Mujeres;2019;135.795
29 Málaga;0-15 años;Españoles;Ambos sexos;2021;239.723
29 Málaga;0-15 años;Españoles;Ambos sexos;2020;243.610
29 Málaga;0-15 años;Españoles;Ambos sexos;2019;246.610
29 Málaga;0-15 años;Españoles;Hombres;2021;123.113
29 Málaga;0-15 años;Españoles;Hombres;2020;125.153
29 Málaga;0-15 años;Españoles;Hombres;2019;126.511
29 Málaga;0-15 años;Españoles;Mujeres;2021;116.610
29 Málaga;0-15 años;Españoles;Mujeres;2020;118.457
29 Málaga;0-15 años;Españoles;Mujeres;2019;120.099
29 Málaga;0-15 años;Extranjeros;Ambos sexos;2021;33.912
29 Málaga;0-15 años;Extranjeros;Ambos sexos;2020;34.624
29 Málaga;0-15 años;Extranjeros;Ambos sexos;2019;32.371
29 Málaga;0-15 años;Extranjeros;Hombres;2021;17.393
29 Málaga;0-15 años;Extranjeros;Hombres;2020;17.817
29 Málaga;0-15 años;Extranjeros;Hombres;2019;16.675
29 Málaga;0-15 años;Extranjeros;Mujeres;2021;16.519
29 Málaga;0-15 años;Extranjeros;Mujeres;2020;16.807
29 Málaga;0-15 años;Extranjeros;Mujeres;2019;15.696
29 Málaga;0-15 años;% Extranjeros;Ambos sexos;2021;12,39
29 Málaga;0-15 años;% Extranjeros;Ambos sexos;2020;12,44
29 Málaga;0-15 años;% Extranjeros;Ambos sexos;2019;11,60
29 Málaga;0-15 años;% Extranjeros;Hombres;2021;12,38
29 Málaga;0-15 años;% Extranjeros;Hombres;2020;12,46
29 Málaga;0-15 años;% Extranjeros;Hombres;2019;11,65
29 Málaga;0-15 años;% Extranjeros;Mujeres;2021;12,41
29 Málaga;0-15 años;% Extranjeros;Mujeres;2020;12,43
29 Málaga;0-15 años;% Extranjeros;Mujeres;2019;11,56
29 Málaga;16-64 años;TOTAL;Ambos sexos;2021;1.119.835
29 Málaga;16-64 años;TOTAL;Ambos sexos;2020;1.112.698
29 Málaga;16-64 años;TOTAL;Ambos sexos;2019;1.096.253
29 Málaga;16-64 años;TOTAL;Hombres;2021;554.231
29 Málaga;16-64 años;TOTAL;Hombres;2020;550.671
29 Málaga;16-64 años;TOTAL;Hombres;2019;543.127
29 Málaga;16-64 años;TOTAL;Mujeres;2021;565.604
29 Málaga;16-64 años;TOTAL;Mujeres;2020;562.027
29 Málaga;16-64 años;TOTAL;Mujeres;2019;553.126
29 Málaga;16-64 años;Españoles;Ambos sexos;2021;930.235
29 Málaga;16-64 años;Españoles;Ambos sexos;2020;925.363
29 Málaga;16-64 años;Españoles;Ambos sexos;2019;921.332
29 Málaga;16-64 años;Españoles;Hombres;2021;463.676
29 Málaga;16-64 años;Españoles;Hombres;2020;461.337
29 Málaga;16-64 años;Españoles;Hombres;2019;459.456
29 Málaga;16-64 años;Españoles;Mujeres;2021;466.559
29 Málaga;16-64 años;Españoles;Mujeres;2020;464.026
29 Málaga;16-64 años;Españoles;Mujeres;2019;461.876
29 Málaga;16-64 años;Extranjeros;Ambos sexos;2021;189.600
29 Málaga;16-64 años;Extranjeros;Ambos sexos;2020;187.335
29 Málaga;16-64 años;Extranjeros;Ambos sexos;2019;174.921
29 Málaga;16-64 años;Extranjeros;Hombres;2021;90.555
29 Málaga;16-64 años;Extranjeros;Hombres;2020;89.334
29 Málaga;16-64 años;Extranjeros;Hombres;2019;83.671
29 Málaga;16-64 años;Extranjeros;Mujeres;2021;99.045
29 Málaga;16-64 años;Extranjeros;Mujeres;2020;98.001
29 Málaga;16-64 años;Extranjeros;Mujeres;2019;91.250
29 Málaga;16-64 años;% Extranjeros;Ambos sexos;2021;16,93
29 Málaga;16-64 años;% Extranjeros;Ambos sexos;2020;16,84
29 Málaga;16-64 años;% Extranjeros;Ambos sexos;2019;15,96
29 Málaga;16-64 años;% Extranjeros;Hombres;2021;16,34
29 Málaga;16-64 años;% Extranjeros;Hombres;2020;16,22
29 Málaga;16-64 años;% Extranjeros;Hombres;2019;15,41
29 Málaga;16-64 años;% Extranjeros;Mujeres;2021;17,51
29 Málaga;16-64 años;% Extranjeros;Mujeres;2020;17,44
29 Málaga;16-64 años;% Extranjeros;Mujeres;2019;16,50
29 Málaga;65 y más;TOTAL;Ambos sexos;2021;302.181
29 Málaga;65 y más;TOTAL;Ambos sexos;2020;294.988
29 Málaga;65 y más;TOTAL;Ambos sexos;2019;286.551
29 Málaga;65 y más;TOTAL;Hombres;2021;135.239
29 Málaga;65 y más;TOTAL;Hombres;2020;131.809
29 Málaga;65 y más;TOTAL;Hombres;2019;128.036
29 Málaga;65 y más;TOTAL;Mujeres;2021;166.942
29 Málaga;65 y más;TOTAL;Mujeres;2020;163.179
29 Málaga;65 y más;TOTAL;Mujeres;2019;158.515
29 Málaga;65 y más;Españoles;Ambos sexos;2021;252.692
29 Málaga;65 y más;Españoles;Ambos sexos;2020;246.741
29 Málaga;65 y más;Españoles;Ambos sexos;2019;240.690
29 Málaga;65 y más;Españoles;Hombres;2021;110.561
29 Málaga;65 y más;Españoles;Hombres;2020;107.671
29 Málaga;65 y más;Españoles;Hombres;2019;104.967
29 Málaga;65 y más;Españoles;Mujeres;2021;142.131
29 Málaga;65 y más;Españoles;Mujeres;2020;139.070
29 Málaga;65 y más;Españoles;Mujeres;2019;135.723
29 Málaga;65 y más;Extranjeros;Ambos sexos;2021;49.489
29 Málaga;65 y más;Extranjeros;Ambos sexos;2020;48.247
29 Málaga;65 y más;Extranjeros;Ambos sexos;2019;45.861
29 Málaga;65 y más;Extranjeros;Hombres;2021;24.678
29 Málaga;65 y más;Extranjeros;Hombres;2020;24.138
29 Málaga;65 y más;Extranjeros;Hombres;2019;23.069
29 Málaga;65 y más;Extranjeros;Mujeres;2021;24.811
29 Málaga;65 y más;Extranjeros;Mujeres;2020;24.109
29 Málaga;65 y más;Extranjeros;Mujeres;2019;22.792
29 Málaga;65 y más;% Extranjeros;Ambos sexos;2021;16,38
29 Málaga;65 y más;% Extranjeros;Ambos sexos;2020;16,36
29 Málaga;65 y más;% Extranjeros;Ambos sexos;2019;16,00
29 Málaga;65 y más;% Extranjeros;Hombres;2021;18,25
29 Málaga;65 y más;% Extranjeros;Hombres;2020;18,31
29 Málaga;65 y más;% Extranjeros;Hombres;2019;18,02
29 Málaga;65 y más;% Extranjeros;Mujeres;2021;14,86
29 Málaga;65 y más;% Extranjeros;Mujeres;2020;14,77
29 Málaga;65 y más;% Extranjeros;Mujeres;2019;14,38
30 Murcia;TOTAL EDADES;TOTAL;Ambos sexos;2021;1.518.486
30 Murcia;TOTAL EDADES;TOTAL;Ambos sexos;2020;1.511.251
30 Murcia;TOTAL EDADES;TOTAL;Ambos sexos;2019;1.493.898
30 Murcia;TOTAL EDADES;TOTAL;Hombres;2021;760.362
30 Murcia;TOTAL EDADES;TOTAL;Hombres;2020;756.699
30 Murcia;TOTAL EDADES;TOTAL;Hombres;2019;747.615
30 Murcia;TOTAL EDADES;TOTAL;Mujeres;2021;758.124
30 Murcia;TOTAL EDADES;TOTAL;Mujeres;2020;754.552
30 Murcia;TOTAL EDADES;TOTAL;Mujeres;2019;746.283
30 Murcia;TOTAL EDADES;Españoles;Ambos sexos;2021;1.296.162
30 Murcia;TOTAL EDADES;Españoles;Ambos sexos;2020;1.289.034
30 Murcia;TOTAL EDADES;Españoles;Ambos sexos;2019;1.282.659
30 Murcia;TOTAL EDADES;Españoles;Hombres;2021;640.253
30 Murcia;TOTAL EDADES;Españoles;Hombres;2020;636.645
30 Murcia;TOTAL EDADES;Españoles;Hombres;2019;633.488
30 Murcia;TOTAL EDADES;Españoles;Mujeres;2021;655.909
30 Murcia;TOTAL EDADES;Españoles;Mujeres;2020;652.389
30 Murcia;TOTAL EDADES;Españoles;Mujeres;2019;649.171
30 Murcia;TOTAL EDADES;Extranjeros;Ambos sexos;2021;222.324
30 Murcia;TOTAL EDADES;Extranjeros;Ambos sexos;2020;222.217
30 Murcia;TOTAL EDADES;Extranjeros;Ambos sexos;2019;211.239
30 Murcia;TOTAL EDADES;Extranjeros;Hombres;2021;120.109
30 Murcia;TOTAL EDADES;Extranjeros;Hombres;2020;120.054
30 Murcia;TOTAL EDADES;Extranjeros;Hombres;2019;114.127
30 Murcia;TOTAL EDADES;Extranjeros;Mujeres;2021;102.215
30 Murcia;TOTAL EDADES;Extranjeros;Mujeres;2020;102.163
30 Murcia;TOTAL EDADES;Extranjeros;Mujeres;2019;97.112
30 Murcia;TOTAL EDADES;% Extranjeros;Ambos sexos;2021;14,64
30 Murcia;TOTAL EDADES;% Extranjeros;Ambos sexos;2020;14,70
30 Murcia;TOTAL EDADES;% Extranjeros;Ambos sexos;2019;14,14
30 Murcia;TOTAL EDADES;% Extranjeros;Hombres;2021;15,80
30 Murcia;TOTAL EDADES;% Extranjeros;Hombres;2020;15,87
30 Murcia;TOTAL EDADES;% Extranjeros;Hombres;2019;15,27
30 Murcia;TOTAL EDADES;% Extranjeros;Mujeres;2021;13,48
30 Murcia;TOTAL EDADES;% Extranjeros;Mujeres;2020;13,54
30 Murcia;TOTAL EDADES;% Extranjeros;Mujeres;2019;13,01
30 Murcia;0-15 años;TOTAL;Ambos sexos;2021;270.636
30 Murcia;0-15 años;TOTAL;Ambos sexos;2020;273.772
30 Murcia;0-15 años;TOTAL;Ambos sexos;2019;274.752
30 Murcia;0-15 años;TOTAL;Hombres;2021;139.378
30 Murcia;0-15 años;TOTAL;Hombres;2020;140.879
30 Murcia;0-15 años;TOTAL;Hombres;2019;141.546
30 Murcia;0-15 años;TOTAL;Mujeres;2021;131.258
30 Murcia;0-15 años;TOTAL;Mujeres;2020;132.893
30 Murcia;0-15 años;TOTAL;Mujeres;2019;133.206
30 Murcia;0-15 años;Españoles;Ambos sexos;2021;231.068
30 Murcia;0-15 años;Españoles;Ambos sexos;2020;232.800
30 Murcia;0-15 años;Españoles;Ambos sexos;2019;234.655
30 Murcia;0-15 años;Españoles;Hombres;2021;118.916
30 Murcia;0-15 años;Españoles;Hombres;2020;119.696
30 Murcia;0-15 años;Españoles;Hombres;2019;120.792
30 Murcia;0-15 años;Españoles;Mujeres;2021;112.152
30 Murcia;0-15 años;Españoles;Mujeres;2020;113.104
30 Murcia;0-15 años;Españoles;Mujeres;2019;113.863
30 Murcia;0-15 años;Extranjeros;Ambos sexos;2021;39.568
30 Murcia;0-15 años;Extranjeros;Ambos sexos;2020;40.972
30 Murcia;0-15 años;Extranjeros;Ambos sexos;2019;40.097
30 Murcia;0-15 años;Extranjeros;Hombres;2021;20.462
30 Murcia;0-15 años;Extranjeros;Hombres;2020;21.183
30 Murcia;0-15 años;Extranjeros;Hombres;2019;20.754
30 Murcia;0-15 años;Extranjeros;Mujeres;2021;19.106
30 Murcia;0-15 años;Extranjeros;Mujeres;2020;19.789
30 Murcia;0-15 años;Extranjeros;Mujeres;2019;19.343
30 Murcia;0-15 años;% Extranjeros;Ambos sexos;2021;14,62
30 Murcia;0-15 años;% Extranjeros;Ambos sexos;2020;14,97
30 Murcia;0-15 años;% Extranjeros;Ambos sexos;2019;14,59
30 Murcia;0-15 años;% Extranjeros;Hombres;2021;14,68
30 Murcia;0-15 años;% Extranjeros;Hombres;2020;15,04
30 Murcia;0-15 años;% Extranjeros;Hombres;2019;14,66
30 Murcia;0-15 años;% Extranjeros;Mujeres;2021;14,56
30 Murcia;0-15 años;% Extranjeros;Mujeres;2020;14,89
30 Murcia;0-15 años;% Extranjeros;Mujeres;2019;14,52
30 Murcia;16-64 años;TOTAL;Ambos sexos;2021;1.005.539
30 Murcia;16-64 años;TOTAL;Ambos sexos;2020;999.512
30 Murcia;16-64 años;TOTAL;Ambos sexos;2019;985.743
30 Murcia;16-64 años;TOTAL;Hombres;2021;514.187
30 Murcia;16-64 años;TOTAL;Hombres;2020;511.134
30 Murcia;16-64 años;TOTAL;Hombres;2019;503.680
30 Murcia;16-64 años;TOTAL;Mujeres;2021;491.352
30 Murcia;16-64 años;TOTAL;Mujeres;2020;488.378
30 Murcia;16-64 años;TOTAL;Mujeres;2019;482.063
30 Murcia;16-64 años;Españoles;Ambos sexos;2021;838.553
30 Murcia;16-64 años;Españoles;Ambos sexos;2020;833.205
30 Murcia;16-64 años;Españoles;Ambos sexos;2019;828.347
30 Murcia;16-64 años;Españoles;Hombres;2021;422.552
30 Murcia;16-64 años;Españoles;Hombres;2020;419.811
30 Murcia;16-64 años;Españoles;Hombres;2019;417.277
30 Murcia;16-64 años;Españoles;Mujeres;2021;416.001
30 Murcia;16-64 años;Españoles;Mujeres;2020;413.394
30 Murcia;16-64 años;Españoles;Mujeres;2019;411.070
30 Murcia;16-64 años;Extranjeros;Ambos sexos;2021;166.986
30 Murcia;16-64 años;Extranjeros;Ambos sexos;2020;166.307
30 Murcia;16-64 años;Extranjeros;Ambos sexos;2019;157.396
30 Murcia;16-64 años;Extranjeros;Hombres;2021;91.635
30 Murcia;16-64 años;Extranjeros;Hombres;2020;91.323
30 Murcia;16-64 años;Extranjeros;Hombres;2019;86.403
30 Murcia;16-64 años;Extranjeros;Mujeres;2021;75.351
30 Murcia;16-64 años;Extranjeros;Mujeres;2020;74.984
30 Murcia;16-64 años;Extranjeros;Mujeres;2019;70.993
30 Murcia;16-64 años;% Extranjeros;Ambos sexos;2021;16,61
30 Murcia;16-64 años;% Extranjeros;Ambos sexos;2020;16,64
30 Murcia;16-64 años;% Extranjeros;Ambos sexos;2019;15,97
30 Murcia;16-64 años;% Extranjeros;Hombres;2021;17,82
30 Murcia;16-64 años;% Extranjeros;Hombres;2020;17,87
30 Murcia;16-64 años;% Extranjeros;Hombres;2019;17,15
30 Murcia;16-64 años;% Extranjeros;Mujeres;2021;15,34
30 Murcia;16-64 años;% Extranjeros;Mujeres;2020;15,35
30 Murcia;16-64 años;% Extranjeros;Mujeres;2019;14,73
30 Murcia;65 y más;TOTAL;Ambos sexos;2021;242.311
30 Murcia;65 y más;TOTAL;Ambos sexos;2020;237.967
30 Murcia;65 y más;TOTAL;Ambos sexos;2019;233.403
30 Murcia;65 y más;TOTAL;Hombres;2021;106.797
30 Murcia;65 y más;TOTAL;Hombres;2020;104.686
30 Murcia;65 y más;TOTAL;Hombres;2019;102.389
30 Murcia;65 y más;TOTAL;Mujeres;2021;135.514
30 Murcia;65 y más;TOTAL;Mujeres;2020;133.281
30 Murcia;65 y más;TOTAL;Mujeres;2019;131.014
30 Murcia;65 y más;Españoles;Ambos sexos;2021;226.541
30 Murcia;65 y más;Españoles;Ambos sexos;2020;223.029
30 Murcia;65 y más;Españoles;Ambos sexos;2019;219.657
30 Murcia;65 y más;Españoles;Hombres;2021;98.785
30 Murcia;65 y más;Españoles;Hombres;2020;97.138
30 Murcia;65 y más;Españoles;Hombres;2019;95.419
30 Murcia;65 y más;Españoles;Mujeres;2021;127.756
30 Murcia;65 y más;Españoles;Mujeres;2020;125.891
30 Murcia;65 y más;Españoles;Mujeres;2019;124.238
30 Murcia;65 y más;Extranjeros;Ambos sexos;2021;15.770
30 Murcia;65 y más;Extranjeros;Ambos sexos;2020;14.938
30 Murcia;65 y más;Extranjeros;Ambos sexos;2019;13.746
30 Murcia;65 y más;Extranjeros;Hombres;2021;8.012
30 Murcia;65 y más;Extranjeros;Hombres;2020;7.548
30 Murcia;65 y más;Extranjeros;Hombres;2019;6.970
30 Murcia;65 y más;Extranjeros;Mujeres;2021;7.758
30 Murcia;65 y más;Extranjeros;Mujeres;2020;7.390
30 Murcia;65 y más;Extranjeros;Mujeres;2019;6.776
30 Murcia;65 y más;% Extranjeros;Ambos sexos;2021;6,51
30 Murcia;65 y más;% Extranjeros;Ambos sexos;2020;6,28
30 Murcia;65 y más;% Extranjeros;Ambos sexos;2019;5,89
30 Murcia;65 y más;% Extranjeros;Hombres;2021;7,50
30 Murcia;65 y más;% Extranjeros;Hombres;2020;7,21
30 Murcia;65 y más;% Extranjeros;Hombres;2019;6,81
30 Murcia;65 y más;% Extranjeros;Mujeres;2021;5,72
30 Murcia;65 y más;% Extranjeros;Mujeres;2020;5,54
30 Murcia;65 y más;% Extranjeros;Mujeres;2019;5,17
31 Navarra;TOTAL EDADES;TOTAL;Ambos sexos;2021;661.537
31 Navarra;TOTAL EDADES;TOTAL;Ambos sexos;2020;661.197
31 Navarra;TOTAL EDADES;TOTAL;Ambos sexos;2019;654.214
31 Navarra;TOTAL EDADES;TOTAL;Hombres;2021;327.465
31 Navarra;TOTAL EDADES;TOTAL;Hombres;2020;327.226
31 Navarra;TOTAL EDADES;TOTAL;Hombres;2019;323.631
31 Navarra;TOTAL EDADES;TOTAL;Mujeres;2021;334.072
31 Navarra;TOTAL EDADES;TOTAL;Mujeres;2020;333.971
31 Navarra;TOTAL EDADES;TOTAL;Mujeres;2019;330.583
31 Navarra;TOTAL EDADES;Españoles;Ambos sexos;2021;590.096
31 Navarra;TOTAL EDADES;Españoles;Ambos sexos;2020;590.531
31 Navarra;TOTAL EDADES;Españoles;Ambos sexos;2019;589.995
31 Navarra;TOTAL EDADES;Españoles;Hombres;2021;291.420
31 Navarra;TOTAL EDADES;Españoles;Hombres;2020;291.577
31 Navarra;TOTAL EDADES;Españoles;Hombres;2019;291.225
31 Navarra;TOTAL EDADES;Españoles;Mujeres;2021;298.676
31 Navarra;TOTAL EDADES;Españoles;Mujeres;2020;298.954
31 Navarra;TOTAL EDADES;Españoles;Mujeres;2019;298.770
31 Navarra;TOTAL EDADES;Extranjeros;Ambos sexos;2021;71.441
31 Navarra;TOTAL EDADES;Extranjeros;Ambos sexos;2020;70.666
31 Navarra;TOTAL EDADES;Extranjeros;Ambos sexos;2019;64.219
31 Navarra;TOTAL EDADES;Extranjeros;Hombres;2021;36.045
31 Navarra;TOTAL EDADES;Extranjeros;Hombres;2020;35.649
31 Navarra;TOTAL EDADES;Extranjeros;Hombres;2019;32.406
31 Navarra;TOTAL EDADES;Extranjeros;Mujeres;2021;35.396
31 Navarra;TOTAL EDADES;Extranjeros;Mujeres;2020;35.017
31 Navarra;TOTAL EDADES;Extranjeros;Mujeres;2019;31.813
31 Navarra;TOTAL EDADES;% Extranjeros;Ambos sexos;2021;10,80
31 Navarra;TOTAL EDADES;% Extranjeros;Ambos sexos;2020;10,69
31 Navarra;TOTAL EDADES;% Extranjeros;Ambos sexos;2019;9,82
31 Navarra;TOTAL EDADES;% Extranjeros;Hombres;2021;11,01
31 Navarra;TOTAL EDADES;% Extranjeros;Hombres;2020;10,89
31 Navarra;TOTAL EDADES;% Extranjeros;Hombres;2019;10,01
31 Navarra;TOTAL EDADES;% Extranjeros;Mujeres;2021;10,60
31 Navarra;TOTAL EDADES;% Extranjeros;Mujeres;2020;10,49
31 Navarra;TOTAL EDADES;% Extranjeros;Mujeres;2019;9,62
31 Navarra;0-15 años;TOTAL;Ambos sexos;2021;106.792
31 Navarra;0-15 años;TOTAL;Ambos sexos;2020;108.262
31 Navarra;0-15 años;TOTAL;Ambos sexos;2019;108.266
31 Navarra;0-15 años;TOTAL;Hombres;2021;54.682
31 Navarra;0-15 años;TOTAL;Hombres;2020;55.530
31 Navarra;0-15 años;TOTAL;Hombres;2019;55.458
31 Navarra;0-15 años;TOTAL;Mujeres;2021;52.110
31 Navarra;0-15 años;TOTAL;Mujeres;2020;52.732
31 Navarra;0-15 años;TOTAL;Mujeres;2019;52.808
31 Navarra;0-15 años;Españoles;Ambos sexos;2021;93.857
31 Navarra;0-15 años;Españoles;Ambos sexos;2020;95.557
31 Navarra;0-15 años;Españoles;Ambos sexos;2019;96.810
31 Navarra;0-15 años;Españoles;Hombres;2021;48.073
31 Navarra;0-15 años;Españoles;Hombres;2020;49.000
31 Navarra;0-15 años;Españoles;Hombres;2019;49.598
31 Navarra;0-15 años;Españoles;Mujeres;2021;45.784
31 Navarra;0-15 años;Españoles;Mujeres;2020;46.557
31 Navarra;0-15 años;Españoles;Mujeres;2019;47.212
31 Navarra;0-15 años;Extranjeros;Ambos sexos;2021;12.935
31 Navarra;0-15 años;Extranjeros;Ambos sexos;2020;12.705
31 Navarra;0-15 años;Extranjeros;Ambos sexos;2019;11.456
31 Navarra;0-15 años;Extranjeros;Hombres;2021;6.609
31 Navarra;0-15 años;Extranjeros;Hombres;2020;6.530
31 Navarra;0-15 años;Extranjeros;Hombres;2019;5.860
31 Navarra;0-15 años;Extranjeros;Mujeres;2021;6.326
31 Navarra;0-15 años;Extranjeros;Mujeres;2020;6.175
31 Navarra;0-15 años;Extranjeros;Mujeres;2019;5.596
31 Navarra;0-15 años;% Extranjeros;Ambos sexos;2021;12,11
31 Navarra;0-15 años;% Extranjeros;Ambos sexos;2020;11,74
31 Navarra;0-15 años;% Extranjeros;Ambos sexos;2019;10,58
31 Navarra;0-15 años;% Extranjeros;Hombres;2021;12,09
31 Navarra;0-15 años;% Extranjeros;Hombres;2020;11,76
31 Navarra;0-15 años;% Extranjeros;Hombres;2019;10,57
31 Navarra;0-15 años;% Extranjeros;Mujeres;2021;12,14
31 Navarra;0-15 años;% Extranjeros;Mujeres;2020;11,71
31 Navarra;0-15 años;% Extranjeros;Mujeres;2019;10,60
31 Navarra;16-64 años;TOTAL;Ambos sexos;2021;422.804
31 Navarra;16-64 años;TOTAL;Ambos sexos;2020;422.288
31 Navarra;16-64 años;TOTAL;Ambos sexos;2019;417.557
31 Navarra;16-64 años;TOTAL;Hombres;2021;214.285
31 Navarra;16-64 años;TOTAL;Hombres;2020;213.928
31 Navarra;16-64 años;TOTAL;Hombres;2019;211.558
31 Navarra;16-64 años;TOTAL;Mujeres;2021;208.519
31 Navarra;16-64 años;TOTAL;Mujeres;2020;208.360
31 Navarra;16-64 años;TOTAL;Mujeres;2019;205.999
31 Navarra;16-64 años;Españoles;Ambos sexos;2021;366.798
31 Navarra;16-64 años;Españoles;Ambos sexos;2020;366.730
31 Navarra;16-64 años;Españoles;Ambos sexos;2019;366.840
31 Navarra;16-64 años;Españoles;Hombres;2021;185.854
31 Navarra;16-64 años;Españoles;Hombres;2020;185.754
31 Navarra;16-64 años;Españoles;Hombres;2019;185.837
31 Navarra;16-64 años;Españoles;Mujeres;2021;180.944
31 Navarra;16-64 años;Españoles;Mujeres;2020;180.976
31 Navarra;16-64 años;Españoles;Mujeres;2019;181.003
31 Navarra;16-64 años;Extranjeros;Ambos sexos;2021;56.006
31 Navarra;16-64 años;Extranjeros;Ambos sexos;2020;55.558
31 Navarra;16-64 años;Extranjeros;Ambos sexos;2019;50.717
31 Navarra;16-64 años;Extranjeros;Hombres;2021;28.431
31 Navarra;16-64 años;Extranjeros;Hombres;2020;28.174
31 Navarra;16-64 años;Extranjeros;Hombres;2019;25.721
31 Navarra;16-64 años;Extranjeros;Mujeres;2021;27.575
31 Navarra;16-64 años;Extranjeros;Mujeres;2020;27.384
31 Navarra;16-64 años;Extranjeros;Mujeres;2019;24.996
31 Navarra;16-64 años;% Extranjeros;Ambos sexos;2021;13,25
31 Navarra;16-64 años;% Extranjeros;Ambos sexos;2020;13,16
31 Navarra;16-64 años;% Extranjeros;Ambos sexos;2019;12,15
31 Navarra;16-64 años;% Extranjeros;Hombres;2021;13,27
31 Navarra;16-64 años;% Extranjeros;Hombres;2020;13,17
31 Navarra;16-64 años;% Extranjeros;Hombres;2019;12,16
31 Navarra;16-64 años;% Extranjeros;Mujeres;2021;13,22
31 Navarra;16-64 años;% Extranjeros;Mujeres;2020;13,14
31 Navarra;16-64 años;% Extranjeros;Mujeres;2019;12,13
31 Navarra;65 y más;TOTAL;Ambos sexos;2021;131.941
31 Navarra;65 y más;TOTAL;Ambos sexos;2020;130.647
31 Navarra;65 y más;TOTAL;Ambos sexos;2019;128.391
31 Navarra;65 y más;TOTAL;Hombres;2021;58.498
31 Navarra;65 y más;TOTAL;Hombres;2020;57.768
31 Navarra;65 y más;TOTAL;Hombres;2019;56.615
31 Navarra;65 y más;TOTAL;Mujeres;2021;73.443
31 Navarra;65 y más;TOTAL;Mujeres;2020;72.879
31 Navarra;65 y más;TOTAL;Mujeres;2019;71.776
31 Navarra;65 y más;Españoles;Ambos sexos;2021;129.441
31 Navarra;65 y más;Españoles;Ambos sexos;2020;128.244
31 Navarra;65 y más;Españoles;Ambos sexos;2019;126.345
31 Navarra;65 y más;Españoles;Hombres;2021;57.493
31 Navarra;65 y más;Españoles;Hombres;2020;56.823
31 Navarra;65 y más;Españoles;Hombres;2019;55.790
31 Navarra;65 y más;Españoles;Mujeres;2021;71.948
31 Navarra;65 y más;Españoles;Mujeres;2020;71.421
31 Navarra;65 y más;Españoles;Mujeres;2019;70.555
31 Navarra;65 y más;Extranjeros;Ambos sexos;2021;2.500
31 Navarra;65 y más;Extranjeros;Ambos sexos;2020;2.403
31 Navarra;65 y más;Extranjeros;Ambos sexos;2019;2.046
31 Navarra;65 y más;Extranjeros;Hombres;2021;1.005
31 Navarra;65 y más;Extranjeros;Hombres;2020;945
31 Navarra;65 y más;Extranjeros;Hombres;2019;825
31 Navarra;65 y más;Extranjeros;Mujeres;2021;1.495
31 Navarra;65 y más;Extranjeros;Mujeres;2020;1.458
31 Navarra;65 y más;Extranjeros;Mujeres;2019;1.221
31 Navarra;65 y más;% Extranjeros;Ambos sexos;2021;1,89
31 Navarra;65 y más;% Extranjeros;Ambos sexos;2020;1,84
31 Navarra;65 y más;% Extranjeros;Ambos sexos;2019;1,59
31 Navarra;65 y más;% Extranjeros;Hombres;2021;1,72
31 Navarra;65 y más;% Extranjeros;Hombres;2020;1,64
31 Navarra;65 y más;% Extranjeros;Hombres;2019;1,46
31 Navarra;65 y más;% Extranjeros;Mujeres;2021;2,04
31 Navarra;65 y más;% Extranjeros;Mujeres;2020;2,00
31 Navarra;65 y más;% Extranjeros;Mujeres;2019;1,70
32 Ourense;TOTAL EDADES;TOTAL;Ambos sexos;2021;305.223
32 Ourense;TOTAL EDADES;TOTAL;Ambos sexos;2020;306.650
32 Ourense;TOTAL EDADES;TOTAL;Ambos sexos;2019;307.651
32 Ourense;TOTAL EDADES;TOTAL;Hombres;2021;146.495
32 Ourense;TOTAL EDADES;TOTAL;Hombres;2020;147.078
32 Ourense;TOTAL EDADES;TOTAL;Hombres;2019;147.522
32 Ourense;TOTAL EDADES;TOTAL;Mujeres;2021;158.728
32 Ourense;TOTAL EDADES;TOTAL;Mujeres;2020;159.572
32 Ourense;TOTAL EDADES;TOTAL;Mujeres;2019;160.129
32 Ourense;TOTAL EDADES;Españoles;Ambos sexos;2021;289.166
32 Ourense;TOTAL EDADES;Españoles;Ambos sexos;2020;291.017
32 Ourense;TOTAL EDADES;Españoles;Ambos sexos;2019;293.480
32 Ourense;TOTAL EDADES;Españoles;Hombres;2021;138.889
32 Ourense;TOTAL EDADES;Españoles;Hombres;2020;139.650
32 Ourense;TOTAL EDADES;Españoles;Hombres;2019;140.735
